location,text,hashtags
Italy,China's galling action to expel U.S. journalists halts the flow of credible information from Wuhan. The world needs to hear from the very people China has banished more than ever as we face the #coronavirus crisis. Journalists must be able to operate openly and freely. https://t.co/gBYdG6JjnO,[]
,Harvey Weinstein being diagnosed with #coronavirus is not as shocking  as the fact that he was given early access to a test that plenty non-convicted-rapists are begging for.,"[{'text': 'coronavirus', 'indices': [56, 68]}]"
London,"Today, Tim Martin sent us a video of himself seemingly at home with a drink of something, whilst his staff are left wondering if their jobs are safe. This is our response. #Coronavirus #lockdown #Spoonstrike #TimMartin https://t.co/OXmpeRjo9r",[]
,"This Chinese grandpa got some swag...
 (Please don't imitate!)

Granpa will win #coronavirus https://t.co/lqxVeUCWqS","[{'text': 'coronavirus', 'indices': [94, 106]}]"
,"Louisana - you are on the precipice of a disaster- don’t do this! “Central church hosts more than 1,800 people amid covid-19 outbreak” https://t.co/u7zctgBoF7",[]
"South Beach, FL ",Gov DeSantis: Mandatory 14 day self isolation for anyone still coming to Florida from NY and NJ. Unacceptable to allow people fleeing shelter in place order to flood Florida. @ActionNewsJax #coronavirus,[]
"Rotterdam, Netherlands","Totalitair regimes are a potential byproduct of #covid19

Yuval Noah Harari: the world after coronavirus https://t.co/nV2Y1jl4Ub 

“A self-motivated and well-informed population is usually far more powerful and effective than a policed, ignorant population.”","[{'text': 'covid19', 'indices': [48, 56]}]"
"Phoenix, AZ","Today, @oversightdems celebrate the 10th Anniversary of the Affordable Care Act. Ensuring over 130 million Americans w/ pre-existing conditions are protected is more important now than ever as we fight #Coronavirus. We need the #ACA to #ProtectOurCare. https://t.co/8diUB0vUqK",[]
españa,BREAKING: San Antonio mayor expected to announce shelter at home order at 6 p.m. press conference https://t.co/Lm8Xm9ioUt,[]
San Francisco,#Examen for Life During COVID-19 https://t.co/pNGKBX4Mb5 via @igsolidaritynet #covid19 #coronavirus,"[{'text': 'Examen', 'indices': [0, 7]}, {'text': 'covid19', 'indices': [78, 86]}, {'text': 'coronavirus', 'indices': [87, 99]}]"
,"Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on lockdown and focus together on the true fight of our lives – the #COVID19 pandemic.

https://t.co/F6JRA6ekvZ https://t.co/7WgtFMk5GC",[]
,BREAKING: there are now more than 500 confirmed cases of #COVID19 in Ontario. #covidontario ⁦@CityNews⁩ https://t.co/K9OSTEWATU,"[{'text': 'COVID19', 'indices': [76, 84]}, {'text': 'covidontario', 'indices': [97, 110]}]"
 Earth ,"PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
,"Finally home after 13 hours in the ER. Today &gt;90% of my patients were confirmed or likely #COVID19. Many really sick, some in their 30s like me. The sirens on otherwise empty NYC streets are unending &amp; haunting. I’m tired. But really honored to be back in the ER in the morning.","[{'text': 'COVID19', 'indices': [114, 122]}]"
"Bideford, England",Lockdown becomes Portuguese law. Day 10 of staying in. Hubby begins plans for new uses for farm land. #coronavirus #COVIDー19 #LockdownNow #portugallife #offgrid #prepared https://t.co/bmlh9XEHC2,"[{'text': 'coronavirus', 'indices': [102, 114]}, {'text': 'COVIDー19', 'indices': [115, 124]}, {'text': 'LockdownNow', 'indices': [125, 137]}, {'text': 'portugallife', 'indices': [138, 151]}, {'text': 'offgrid', 'indices': [152, 160]}, {'text': 'prepared', 'indices': [161, 170]}]"
"Southern Pines, NC",Southern Prime is now offering delivery as well as curbside or restaurant pick-up during this time of COVID-19 concern.  We will deliver any menu item(s) to your door in the Tri-Pine area.  CALL 910-693-0123 to place your order Wed-Sat 4:30-8:00,[]
,"According to the report, the person was on school property March 11, when school was in session and students were on campus. This is the first known COVID-19 case connected to the School District of Manatee County.
https://t.co/KIrA21CaQW",[]
,BREAKING: San Antonio mayor expected to announce shelter at home order at 6 p.m. press conference https://t.co/Lm8Xm9ioUt,[]
"Riviera Beach, FL","Everyone in US without health insurance must be immediately enrolled in Medicare, including immigrants. Govt should hire extra Medicare workers starting now. #Coronavirus testing &amp; treatment must be provided without individual cost, as should a vaccine when one becomes available.",[]
Earth,"The #COVID19 pandemic has presented many ongoing challenges, but what will happen when it ends?

""The best-case scenario is that we have vaccine in 12 or 18 months &amp; then our lives go back to normal.""

@cmmid_lshtm's Mark Jit comments in @IBTimesUK 👇 https://t.co/agQl0nN1dB","[{'text': 'COVID19', 'indices': [15, 23]}]"
"New Jersey, USA",".@POTUS signed the bipartisan Families First Coronavirus Response Act last night to support Americans affected by COVID-19. The bill includes paid family and sick leave for employees of small businesses, and dollar for dollar reimbursement for the businesses providing the leave.",[]
South Carolina ,"While Americans are hurting, @SenSchumer and @SpeakerPelosi are holding #coronavirus relief hostage in an effort to further their liberal agenda.

A global health crisis is not the time to play politics. We must provide American workers with the relief they desperately need.","[{'text': 'coronavirus', 'indices': [92, 104]}]"
"Forestville, CA","British doctors call on people who can’t smell/taste to self-isolate as “Anosmia, the loss of sense of smell, and ageusia, an accompanying diminished sense of taste, have emerged as peculiar telltale signs of Covid-19.” https://t.co/NdX2AMmbCh",[]
NYC,Fact: 35% of all #coronavirus cases in US are in NYC,"[{'text': 'coronavirus', 'indices': [17, 29]}]"
USA,"Finally home after 13 hours in the ER. Today &gt;90% of my patients were confirmed or likely #COVID19. Many really sick, some in their 30s like me. The sirens on otherwise empty NYC streets are unending &amp; haunting. I’m tired. But really honored to be back in the ER in the morning.","[{'text': 'COVID19', 'indices': [114, 122]}]"
Glasgow,"Today, Tim Martin sent us a video of himself seemingly at home with a drink of something, whilst his staff are left wondering if their jobs are safe. This is our response. #Coronavirus #lockdown #Spoonstrike #TimMartin https://t.co/OXmpeRjo9r",[]
Canada,Ontario Liberals support the government’s decision to shutdown non-essential business. We must stand united to combat COVID-19 #onpoli #covidontario,[]
"London, England",#Quarantine got me making @teddyfresh for my bitch 🍒 https://t.co/hMCxyjfyNB,"[{'text': 'Quarantine', 'indices': [0, 11]}]"
"Alabama, USA","#Greece has suspended flights from Britain and nearly all incoming travel from #Turkey, an official says as the #coronavirus death toll rises to 17.

#COVID_19

https://t.co/zXdBK8z4tE","[{'text': 'Greece', 'indices': [19, 26]}, {'text': 'Turkey', 'indices': [98, 105]}]"
"Paris, France.",Mithrandir is back to save the world from darkness *^* #Gandalf #coronavirus https://t.co/LVpItdITmr,"[{'text': 'Gandalf', 'indices': [55, 63]}, {'text': 'coronavirus', 'indices': [64, 76]}]"
,"❤️The medical workers at Greenwood's Magnolia Manor are pulling out all the stops to keep their residents entertained during this COVID-19 lockdown. Bravo, Marijayne!!🎤🎶 Enjoy! https://t.co/3pS4yL0tCn",[]
"Fitchburg, WI","We need the president to use every power at his disposal to support American families during the #COVID19 outbreak.
 
That includes providing direct emergency assistance to individuals through @FEMA. https://t.co/ElM93Z6eLl","[{'text': 'COVID19', 'indices': [116, 124]}]"
"Windsor, Ont.",BREAKING: Third case of COVID-19 confirmed in Windsor-Essex https://t.co/7SWfIXF3ez,[]
,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $200-$500 through CashApp, Apple Pay #, Venmo or Zelle 🏦 drop all tags in comments) 🥳❤️ #Cashappblessing 
#CashAppCodeGreen https://t.co/bPrGqlRSYb","[{'text': 'COVID19', 'indices': [21, 29]}, {'text': 'Coronavirus', 'indices': [34, 46]}]"
"Palm Springs, CA","Two employees at the California Institution for Men, a state prison in Chino, tested positive for the coronavirus.

""There are no confirmed cases of COVID-19 among the incarcerated population,” CDCR said.

https://t.co/Kt21yDBzzX via @metzsam",[]
"Portland, OR","Russia just sent its 14th airplane with military virologists to help Italy. Interesting to observe other countries step in, as Brussels has proven unable to organize a systemic EU response to battle the COVID-19 pandemic.",[]
,"Although the person donating this generous amount to Sindh’s #coronavirus fund asked to not disclose their name,I’d like to thank them.And to all others who are contributing to the Fund.Thank you! Your contributions will surely make a difference!Let’s fight #coronovirus together! https://t.co/Y6LTnoj0mr","[{'text': 'coronavirus', 'indices': [82, 94]}]"
United States,"Something crazy to think about: Soon, the alcohol you guys bought will run out and if addicted, some will going through alcohol withdrawal so bad....  that you guys might mistaken it for #coronavirus 🥺","[{'text': 'coronavirus', 'indices': [187, 199]}]"
"Missouri, USA","Jacob Wahl, a noted failed scammer, posted a fake doc that was sent around to reporters. It falsely claims Biden was diagnosed w covid-19.

The doc was all over 4chan &amp; the bar code on it matches a sample doc online(h/t @konrad_it). Biden's comms director confirmed it's false. https://t.co/QkdIL6HLPg",[]
"Chapel Hill, NC",Chief Judge Bledsoe has issued an order on how the North Carolina Business Court is responding to the #coronavirus.  @pmkane78 has more.  https://t.co/N2I5Lvuaew,"[{'text': 'coronavirus', 'indices': [120, 132]}]"
,"After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar General workers, those fast food workers, the Walmart employees, those people you didn't even think deserved to have a wage to survive on?",[]
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[]
"Eugene, OR",Americans about to have crash course in the differences between health care coverage and health care access. Destroy or overwhelm the access and no coverage matters. #covid19 #COVIDー19,"[{'text': 'covid19', 'indices': [166, 174]}, {'text': 'COVIDー19', 'indices': [175, 184]}]"
Abuja.. Lagos,Boris Johnson has announced a FULL lockdown of the UK. Everyone MUST stay at home. Only allowed to go out once a day to buy food or do exercise or for medical needs. #coronavirus,[]
Indonesia,"I really don't know who needs to hear this, but the symptoms of Wuhan Virus everyone has been sharing seems to miss two big symptoms that a lot of people who tested positive have reported experiencing.

If you suddenly cannot smell things or taste things, get help!

#Coronavirus",[]
NYC - Florence,"In the wake of the #COVID19 crisis, we need Congress to provide robust funding to the states to modernize their election infrastructure to ensure everyone has access to the ballot. @senatemajldr @SpeakerPelosi @SenSchumer @GOPLeader 
https://t.co/6pqGvYTMmW https://t.co/9Om6EPeFuv","[{'text': 'COVID19', 'indices': [36, 44]}]"
,"Thank You #ZulfiBukhari for making efforts to bring #Zaireen from #Iran to #Pakistan 
Thanks to wisdom of authorities to make #Quarantine camps all over the country. 
Thank You @ImranKhanPTI for leading the fight to keep #Pakistanis safe from #CoronaVirus 
🙏👇🙏👇🙏👇 https://t.co/dZ4B44eoGL","[{'text': 'ZulfiBukhari', 'indices': [23, 36]}, {'text': 'Zaireen', 'indices': [65, 73]}, {'text': 'Iran', 'indices': [79, 84]}, {'text': 'Pakistan', 'indices': [88, 97]}]"
,"Following AG Barr’s direction, the Justice Department is prioritizing the detection, investigation, and prosecution of #COVID19 #fraud. Learn more about the first COVID-19 fraud enforcement action the Department has filed: https://t.co/3A37F5a5xf",[]
"Francescas, France","Israeli scientists are working around the clock to develop a vaccine for the #coronavirus, committed for making our world safe. 

#Covid_19 #CoronavirusPandemic https://t.co/c4Gpy7t26G","[{'text': 'coronavirus', 'indices': [89, 101]}]"
lebowa kgomo,"ITALY: Hospitals overwhelmed as hundreds die daily from the #coronavirus 

 https://t.co/UKJUyRQtgz","[{'text': 'coronavirus', 'indices': [74, 86]}]"
"Pequot Lakes, MN",Nobody wants a socialist economy yet everyone looks to the government for answers during the crisis? You can’t have your cake and eat it too! Even if people aren’t asking for help they will take it if it’s available! #randomrant #Quarantine #coronavirus #StimulusPackage2020,"[{'text': 'randomrant', 'indices': [217, 228]}, {'text': 'Quarantine', 'indices': [229, 240]}, {'text': 'coronavirus', 'indices': [241, 253]}, {'text': 'StimulusPackage2020', 'indices': [254, 274]}]"
,"Big thx to @amfam's folks...for all you're doing to remain safe while maintaining outstanding care. For our customers experiencing #COVID19 financial hardships, we want to help! https://t.co/QgVlE8Znz2 #iwork4amfam",[]
Pakistan,"We salute all the brave medical workers across South and Central Asia who are risking their lives to help the sick and keep us safe. Saddened to hear of the death of Dr. Usama Riaz, who was on the frontlines of the fight against #COVID19 in Pakistan. The U.S. stands with you. AGW",[]
"Kaduna, Nigeria","If you have not listened to it, please DO NOT.

If you've not shared it yet, please DO NOT.

Now, feed on only information you've confirmed are from CREDIBLE sources.

#Coronavirus is real but do not kill yourself with panic before the virus has even had a chance to!

WhatsApp VN",[]
"California, USA","The current covid-19 pandemic has proven to be a real life education in statistics and epidemiology. Yet in our ongoing preoccupation with the number of “cases” of covid-19, we must not forget that behind every number is an individual, says @bcayley https://t.co/RzXmAB653G",[]
Belfast,"#NIDisabilityLeaders autistic children and adults need clear guidance issued in the event of critical care, autistic people have been abused by lack of concise guidance and law for far to long.  https://t.co/9iYPv8WPIq https://t.co/lfgp27B4sR","[{'text': 'NIDisabilityLeaders', 'indices': [19, 39]}]"
"Cleveland, OH","You’ve got other billionaires standing by while their employees pick up the check to help out hourly employees during this time, meanwhile Dan Gilbert steps up BIG TIME. Hopefully others lucky to be in his position follow suit- 

https://t.co/Yp1o6djKcL",[]
,"This is due to the sad situation that.... he will not survive the #coronavirus .... 

Mark my words!  #ClintonSuicided .... https://t.co/GdD9o3ACQ2","[{'text': 'coronavirus', 'indices': [82, 94]}, {'text': 'ClintonSuicided', 'indices': [118, 134]}]"
"My 💙💛 is WVA, but it’s inNC","If you or a family member were seriously ill from COVID-19, and were offered Hydroxychloroquine &amp; a Z-pack as a possible cure even though the combo hasn't been clinically tested, would you take it?",[]
"Dereham, England",Stay Home.. #covid19 https://t.co/gbQYhhhcoc,"[{'text': 'covid19', 'indices': [26, 34]}]"
"New Jersey, USA","Please stay in your house, so I can get back to mine! 

I love this game and miss 
⚾️Playing
⚾️Coaching
⚾️Watching my son 
⚾️Watching your son 

#stayhome #baseball https://t.co/3R81QnQlAM","[{'text': 'stayhome', 'indices': [145, 154]}, {'text': 'baseball', 'indices': [155, 164]}]"
Venus,Possible COVID-19 exposure at OLPH school in #Kamloops https://t.co/0bwlhPDnpB,"[{'text': 'Kamloops', 'indices': [63, 72]}]"
"Richardson, TX","Essential Retail are:
Food service providers, incl. grocery stores, liquor stores farmers’ markets; farming, fishing &amp; livestock. Businesses that ship/deliver groceries, food, goods or services directly to residences (cont. below)
#DallasLockdown #COVID19
https://t.co/28BovBEOlp https://t.co/47BO2BvyCW",[]
,"House Democrats Unveil $2.5 Trillion Stimulus Counterproposal, $1.5k Direct Checks | Zero Hedge https://t.co/qa4M3bdOsw",[]
Grantham,"6ft apart or 6ft under.

You decide.

#COVIDー19 #coronavirus","[{'text': 'COVIDー19', 'indices': [55, 64]}, {'text': 'coronavirus', 'indices': [65, 77]}]"
"Toronto, Canada","If you or someone you know needs help or if you can help our yourself - please contact the Durham Region Care Mongers. A group of volunteers helping those who cannot get out during the COVID-19 pandemic. Watch the story tonight on Global Durham #caremonger
https://t.co/lbCgVJrK0e",[]
"Lagos, Nigeria ",Am I the only person who thinks Uganda is going to remain with only this one case of COVID-19 ?,[]
"Austin, TX","A sudden loss of smell or taste could mean you have the coronavirus, even if you have no other symptoms. https://t.co/HZyjS7kUXF",[]
Sri Lanka 🇱🇰,@Fact Bring it on covid 19,[]
Lahore Pakistan,"I pray we all find a vaccine for #CoronaVirus but somehow Dr Donald Trump is not the expert I would choose to even recommend me an Asprin for a headache 

#JustSaying #DrTrump","[{'text': 'CoronaVirus', 'indices': [45, 57]}]"
Trump World 🌎,"Astonishing story here that Macron threatened Boris with a border stutdown unless Britain stepped up its COVID-19 response. Who is running the country?

https://t.co/T5OkUNPDRT",[]
,When you’re a goalkeeper... and an only child... in self isolation... and trying to keep up with your training... 😂😂came up with this himself! I’m so impressed. #coronavirus #StayHomeStaySafe https://t.co/FFzJ1LE3N1,[]
,Here is a great link where we are collecting all our guidance around work from home and educate at home using @Microsoft365.  https://t.co/X4YEWA78yy,[]
happy town USA (Philadelphia),"@Mikethemoonman @bweiner59 @RawStory @carcarolina456 Yes and that's probably why Trump was bragging about how he was expediting the *FDA clinical trial* process, so that these could *eventually* be available for prescription for treating COVID-19.. that's kind of how it works",[]
"Cardiff, Wales","""If Public Health called tomorrow and told you that you had tested positive for COVID-19 and asked you to list all the places you had been and all the people you had been in contact with for the last 14 days - would you be proud of yourself, or embarrassed by your actions?”",[]
,New PwC Tax Insight: State and local tax relief relating to COVID-19. Get the latest #statetax update. https://t.co/ey0bKJnkqo,"[{'text': 'statetax', 'indices': [97, 106]}]"
"Cornelius, NC",@juliuspeppers_  Please support our comprehensive strategy to build up our local food system and food economy. Details: https://t.co/44AS8oXitq,[]
La La land,"#Iran has a total of 8,376 people that have recovered from #CoronaVirus leaving with 12,861 active #covid19 cases of 23,049 total.","[{'text': 'Iran', 'indices': [20, 25]}, {'text': 'CoronaVirus', 'indices': [79, 91]}, {'text': 'covid19', 'indices': [119, 127]}]"
Tampa,The latest The Open Minder! https://t.co/0XHCeY4pWB Thanks to @DebateState @Joyful4home @lenwhitefl #coronavirus #tech,"[{'text': 'coronavirus', 'indices': [100, 112]}, {'text': 'tech', 'indices': [113, 118]}]"
"Washington, DC","Our safety net provider customers are messaging millions of underserved patients with critical information regarding #COVID19. Here's how #coronavirus educational messages are being sent to patients in just a few minutes through CareMessage:

https://t.co/LLYj1bmVst",[]
Portland,"While we're waiting, I'm just going to leave this here for y'all. #COVID19 #Briefing 

https://t.co/B9PFCS32jB","[{'text': 'COVID19', 'indices': [66, 74]}, {'text': 'Briefing', 'indices': [75, 84]}]"
Canada,"Ontario closes all non-essential businesses, as the province confirms 78 new COVID-19 cases | CBC News https://t.co/z2oL4nEqLm",[]
Across Oregon,".@OregonGovBrown issued an executive order today urging Oregonians to stay home. Here's 4 ways you can help fight #COVID19 and protect workers while social distancing: 
https://t.co/pRPcIOWXft
@AFLCIO #1u #UnionStrong","[{'text': 'COVID19', 'indices': [114, 122]}, {'text': '1u', 'indices': [201, 204]}, {'text': 'UnionStrong', 'indices': [205, 217]}]"
"Cape Town, Western Cape","LIVE | SANDF appeals for calm, says it has not been deployed

https://t.co/lCQA5GD9d8 https://t.co/0zUHGk4kx1",[]
America ,"Trump ""claims"" that Republicans are protecting pre-existing conditions is a LIE.

Trump thinks stay at shelter orders may be too ""extreme""

How much longer will it be until Trump &amp; GOP decide who gets a ventilator for #COVID19 and who does NOT?

All of this happening on #ACA10 💔",[]
"South East, England",Please join me for an important update on #coronavirus #StayHomeSaveLives https://t.co/QSlIOIaYsF,"[{'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
Ciudad Juárez,Covid-19...😣,[]
"Alberta, Canada","""There must be a special place in hell for people like that. Just stop it,” said Alberta Premier @jkenney about those trying to exploit seniors and others during the COVID-19 emergency. “It is completely un-Canadian. It is un-Alberta. It is unacceptable.” https://t.co/ZF2xYGOO4C",[]
garden state,Dominican Republic found the cure for Covid-19 😭 https://t.co/1CfA162Lq3,[]
"New York, USA","Together, we can slow the spread of #COVID19. Here are the most recent guidelines for Americans from the @WhiteHouse and @CDCgov. #coronavirus https://t.co/ttyiPQfM60","[{'text': 'COVID19', 'indices': [48, 56]}]"
"Wisconsin, USA","Americans who suffer from lupus are struggling to get their hands on a crucial medication after President Trump touted it as a possible #coronavirus treatment. 
https://t.co/H0bckGdhDd",[]
Nigeria,"This is depressing. Called the NCDC’s Corona Virus Report hotline and this was the response I got. If you’re not exhibiting all the known symptoms, you can’t get tested. #LockDownNigeria #LockdownNow #COVID19NIGERIA #COVID19 https://t.co/O5UZGUamG3",[]
east carolina u alum ✨,"My partner and I were both laid off our jobs with no notice, and no income for the foreseeable future. We wanted to be proactive and emailed our landlord to reach an agreement regarding a payment plan. 

This was her response.  

#COVIDー19 #coronavirus #CoronaVirusCanada https://t.co/OGqb6oHqDG",[]
United States,President Trump provides updates on COVID-19 https://t.co/RKi4CFL9EQ,[]
"Birmingham, England","PM @BorisJohnson gives an important update on #coronavirus 
#StayHomeSaveLives https://t.co/MQo2EVVDcD","[{'text': 'coronavirus', 'indices': [67, 79]}, {'text': 'StayHomeSaveLives', 'indices': [81, 99]}]"
,"Due to coronavirus precaution, Bob Shellard isn't allowed to visit his wife in her Connecticut nursing home. So he stood outside her window and held up a sign that said ""I've loved you 67 years and still do. Happy Anniversary."" https://t.co/cIwZxwmZeN https://t.co/nW86SYm4HU",[]
,Finished a #dtiys!!! Super #kawaii. Bored by being #Quarantined from the #coronavirus...,"[{'text': 'dtiys', 'indices': [11, 17]}, {'text': 'kawaii', 'indices': [27, 34]}, {'text': 'Quarantined', 'indices': [51, 63]}, {'text': 'coronavirus', 'indices': [73, 85]}]"
"Colleyville, TX","“No one is exempt from the governor’s executive order on medically unnecessary surgeries and procedures, including abortion providers,” said Attorney General Ken Paxton after Governor Abbott's latest executive order in light of COVID-19 concerns.
https://t.co/8UbW3TRqyT",[]
,"Hospital refuses to admit #CCPVirus patient as they want to keep ""zero new case"" record. Upset family starts a fight with staff, on Mar. 23, Not sure which hospital. 
Click here for more : https://t.co/fSwmxEsPYp
#COVID2019 #Coronavirus #CoronavirusOutbreak #CoronavirusPandemic https://t.co/uUGQTEgEgt","[{'text': 'CCPVirus', 'indices': [45, 54]}]"
,"#UK PM Boris Johnson introduced the same highly restrictive measures as continental Europe after skyrocketing #COVIDー19 numbers. The UK is now 8-10 days behind the #EU members in launching the same measures of #stayathome, #socialdistancing and many more. #Coronavirus https://t.co/QuBduLTtcM","[{'text': 'UK', 'indices': [17, 20]}, {'text': 'COVIDー19', 'indices': [127, 136]}]"
Lone Star State,"North Texas residents can get tested in Dallas if you have: shortness of breath, a cough and a temperature of 99.6 or higher. https://t.co/rc1KUO2H9x",[]
"California, USA","From my cousin the ER doctor.
#COVID19 #StayTheFHome #coronavirus #LockdownNow https://t.co/3x9JuSkvBg","[{'text': 'COVID19', 'indices': [40, 48]}, {'text': 'StayTheFHome', 'indices': [49, 62]}, {'text': 'coronavirus', 'indices': [63, 75]}, {'text': 'LockdownNow', 'indices': [76, 88]}]"
Doha • London,"""The pandemic is accelerating.""

The @WHO says the number of #coronavirus cases are going up rapidly, and that doesn't account for all cases due to limited testing.

It took:
▪️67 days to reach 100,000
▪️11 more days to reach 200,000
▪️4 more days to reach 300,000 https://t.co/8V1E9reApt","[{'text': 'coronavirus', 'indices': [73, 85]}]"
West London,"PM @BorisJohnson gives an important update on #coronavirus 
 
#StayHomeSaveLives



https://t.co/zqatkgYPwF","[{'text': 'coronavirus', 'indices': [57, 69]}, {'text': 'StayHomeSaveLives', 'indices': [73, 91]}]"
,I am working almost 100 hours this week to look after your loved ones. I don't want thanks. All I want is for you to stay home. Help me to help them. #coronavirus #COVID19,[]
,"Rihanna's nonprofit is donating $5M to groups fighting the #coronavirus pandemic. The Clara Lionel Foundation money will help expand testing in places like Haiti, support health worker training and get food to at-risk U.S. communities. https://t.co/QDUwcJTsGQ","[{'text': 'coronavirus', 'indices': [71, 83]}]"
East London,Some of you are sad about 3 weeks. Please try 12. PLEASE. If you didn’t just stay home in the first place cha #UKLOCKOFF #COVID19,"[{'text': 'UKLOCKOFF', 'indices': [123, 133]}]"
"Charlotte, TN","If any of my kiddos need any type of emergency meals, here is some info you can use!! We love you and want you to utilize this service if you need it! Mr. Keeks can’t wait to see his high school kiddos!! #StaySafe #PracticeGoodHygiene #WeAreCreekWood https://t.co/mJwuyztadC","[{'text': 'StaySafe', 'indices': [204, 213]}, {'text': 'PracticeGoodHygiene', 'indices': [214, 234]}, {'text': 'WeAreCreekWood', 'indices': [235, 250]}]"
Mobile,This @SenateMajLdr speech on Senate Democrats blocking Phase 3 of #COVID19 relief will go down in history. https://t.co/u1BSbpE66Z,"[{'text': 'COVID19', 'indices': [75, 83]}]"
"Newton, MA","It’s unconscionable that we don’t have free testing for everyone. We need to expand testing capacity ASAP. Researchers @Columbia have developed a new test that is able to detect #COVID19 w/o symptoms, but needs emergency funding. Please support if you can https://t.co/IWAKGA1d4E",[]
"London, England","#uk lockdown from midnight 
#stayhome #COVIDー19 #coronavirus 

#london
@BorisJohnson","[{'text': 'uk', 'indices': [0, 3]}, {'text': 'stayhome', 'indices': [28, 37]}, {'text': 'COVIDー19', 'indices': [38, 47]}, {'text': 'coronavirus', 'indices': [48, 60]}, {'text': 'london', 'indices': [63, 70]}]"
,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[]
someplace vibing,"Due to the Covid-19 outbreak, Blathers will have to postpone the opening of his museum. Updates TBD. https://t.co/CPTSjS8gs9",[]
Minnesota,".@RandPaul is lying. On March 15, 2020,  Kentucky local news reported that “Beshear, Yarmuth, Rand Paul attended event with 2 people who tested positive for COVID-19” https://t.co/ewKFaYin3l https://t.co/LNmmIXJO8H",[]
India,"Grateful to Prime Minister Sheikh Hasina of Bangladesh for announcing  $ 1.5 million as contribution to the COVID-19 Emergency Fund.  Through our solidarity and working together, we will overcome challenges posed by COVID-19.",[]
Kuwait,"Called upon industry leaders to continue following work from home as much as possible in these times. 

Unless very very important, please do #StayHome.",[]
"Calgary, Alberta","The City of Calgary will be decreasing the number of people staying in homeless shelters and housing some of them in hotels to try to limit the effect of COVID-19. #poverty #homelessness #health #flatteningthecurve 

https://t.co/xabowrCCx1","[{'text': 'poverty', 'indices': [164, 172]}, {'text': 'homelessness', 'indices': [173, 186]}, {'text': 'health', 'indices': [187, 194]}, {'text': 'flatteningthecurve', 'indices': [195, 214]}]"
Georgia,"Over the weekend, we distributed 268,200 N95 surgical masks to all 142 hospitals within Georgia.

And earlier today, we distributed thirty ventilators to two of our hardest-hit counties: Dougherty and Floyd. @GaDPH @GeorgiaEMA  #gapol #COVID19",[]
,"Abraham Lincoln could not vote for his own reelection in 1864. His home state of Illinois required all voters to be physically present to exercise their franchise. Voting rules should not similarly disenfranchise Americans during the COVID-19 emergency.
 https://t.co/tWPqDHv4qj",[]
,".@IFPRI Insights Special Issue featuring impacts of #coronavirus on #foodsecurity, #nutrition, #poverty &amp; #development. Read analyses by our experts @RobVos26, @ShenggenFan, Kevin Chen, Xiaobo Zhang &amp; more: https://t.co/nEd3sKM6y1 
#COVID19 https://t.co/FXeaaFoSmA","[{'text': 'coronavirus', 'indices': [68, 80]}, {'text': 'foodsecurity', 'indices': [84, 97]}, {'text': 'nutrition', 'indices': [99, 109]}, {'text': 'poverty', 'indices': [111, 119]}, {'text': 'development', 'indices': [126, 138]}]"
,Situation update confirmed #covid19 cases in Ghana as at 23 March 2020. https://t.co/9craOcPrX1,"[{'text': 'covid19', 'indices': [41, 49]}]"
header: @thirsty4percy,Opening AC/chibi commissions!!!  $10 each $15 for characters of two!!!  Will be done by April!!  #AnimalCrossing #commissionsopen #coronavirus #needmoniesforbills #AnimalCrossingNewHorizons https://t.co/VForoC3NeV,"[{'text': 'AnimalCrossing', 'indices': [112, 127]}]"
"Fife, Scotland","BREAK: PM announces a full UK lockdown to tackle #COVID19 

You can only leave to: 

* Travel to work but only if necessary 
* Providing care or going to a medical appointment 
* Shopping for basic necessities
* Exercising once a day

Police will have powers to enforce rules","[{'text': 'COVID19', 'indices': [65, 73]}]"
"Fort Myers, FL","CDC: Symptoms for COVID-19 are dry cough, feeling of fatigue, and shortness of breath 

Me smoking a blunt while I read that: https://t.co/Fu5d3i1KYQ",[]
Back in the USSA,Reporter who has been at the White House 4 Times Recently is Suspected to have COVID-19 Coronavirus. https://t.co/SZmayBjIWk,[]
,"Let's get facts straight:

▪️Procedural cloture vote that had ZERO chance of getting 60 votes
▪️Bernie raised $2M in 48 hrs for 5 non-profits for #coronavirus aid
▪️Bernie's Emergency response plan: https://t.co/g1FAMd3Dlv
▪️Primary not done. 27 races left
▪️Biden MIA for 5 DAYS https://t.co/VDVqyHn71m",[]
